Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
17.0,2019-03-27,RST,FJÄRR,Första,Passage,1,Påstigande av resande,0,-,1,Fln,Cst,Falun,Fln,Hinsnoret,Hno,2019-03-27 09:38:00,2019-03-27 09:44:00,2019-03-27 09:43:00.000,2019-03-27 09:37:00.000,,,,,6,6.0,0.0,-1.0,-1.0,
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,2,Fln,Cst,Hinsnoret,Hno,Ornäs,Orn,2019-03-27 09:44:00,2019-03-27 09:49:00,2019-03-27 09:48:00.000,2019-03-27 09:43:00.000,2019-03-27 09:44:00.000,2019-03-27 09:43:00.000,0.0,0.0,5,5.0,0.0,-1.0,-1.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,3,Fln,Cst,Ornäs,Orn,Borlänge c,Blg,2019-03-27 09:49:00,2019-03-27 09:55:00,2019-03-27 09:53:00.000,2019-03-27 09:48:00.000,2019-03-27 09:49:00.000,2019-03-27 09:48:00.000,0.0,0.0,6,5.0,-1.0,-1.0,-2.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,4,Fln,Cst,Borlänge c,Blg,Stora Tuna,Sau,2019-03-27 09:57:00,2019-03-27 10:02:00,2019-03-27 10:02:00.000,2019-03-27 09:58:00.000,2019-03-27 09:55:00.000,2019-03-27 09:53:00.000,2.0,5.0,5,4.0,-1.0,1.0,0.0,3.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,5,Fln,Cst,Stora Tuna,Sau,Gustafs,Gtf,2019-03-27 10:02:00,2019-03-27 10:04:00,2019-03-27 10:05:00.000,2019-03-27 10:02:00.000,2019-03-27 10:02:00.000,2019-03-27 10:02:00.000,0.0,0.0,2,3.0,1.0,0.0,1.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,6,Fln,Cst,Gustafs,Gtf,Säter,St,2019-03-27 10:04:00,2019-03-27 10:10:00,2019-03-27 10:10:00.000,2019-03-27 10:05:00.000,2019-03-27 10:04:00.000,2019-03-27 10:05:00.000,0.0,0.0,6,5.0,-1.0,1.0,0.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,7,Fln,Cst,Säter,St,Vikmanshyttan,Vhy,2019-03-27 10:11:00,2019-03-27 10:17:00,2019-03-27 10:18:00.000,2019-03-27 10:12:00.000,2019-03-27 10:10:00.000,2019-03-27 10:10:00.000,1.0,2.0,6,6.0,0.0,1.0,1.0,1.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,8,Fln,Cst,Vikmanshyttan,Vhy,Hedemora,Hdm,2019-03-27 10:17:00,2019-03-27 10:22:00,2019-03-27 10:22:00.000,2019-03-27 10:18:00.000,2019-03-27 10:17:00.000,2019-03-27 10:18:00.000,0.0,0.0,5,4.0,-1.0,1.0,0.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,9,Fln,Cst,Hedemora,Hdm,Snickarbo,Snb,2019-03-27 10:23:00,2019-03-27 10:30:00,2019-03-27 10:30:00.000,2019-03-27 10:23:00.000,2019-03-27 10:22:00.000,2019-03-27 10:22:00.000,1.0,1.0,7,7.0,0.0,0.0,0.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,10,Fln,Cst,Snickarbo,Snb,Avesta Centrum,Acm,2019-03-27 10:30:00,2019-03-27 10:33:00,2019-03-27 10:33:00.000,2019-03-27 10:30:00.000,2019-03-27 10:30:00.000,2019-03-27 10:30:00.000,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,11,Fln,Cst,Avesta Centrum,Acm,Avesta Krylbo,Avky,2019-03-27 10:33:00,2019-03-27 10:37:00,2019-03-27 10:37:00.000,,2019-03-27 10:33:00.000,2019-03-27 10:33:00.000,0.0,,4,,,,0.0,
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,12,Fln,Cst,Avesta Krylbo,Avky,Rosshyttan,Ry,2019-03-27 10:41:00,2019-03-27 10:47:00,2019-03-27 10:46:00.000,2019-03-27 10:39:00.000,2019-03-27 10:37:00.000,2019-03-27 10:37:00.000,4.0,2.0,6,7.0,1.0,-2.0,-1.0,-2.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,13,Fln,Cst,Rosshyttan,Ry,Broddbo,Bdo,2019-03-27 10:47:00,2019-03-27 10:53:00,2019-03-27 10:52:00.000,2019-03-27 10:46:00.000,2019-03-27 10:47:00.000,2019-03-27 10:46:00.000,0.0,0.0,6,6.0,0.0,-1.0,-1.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,14,Fln,Cst,Broddbo,Bdo,Sala,Sl,2019-03-27 10:53:00,2019-03-27 10:59:00,2019-03-27 10:57:00.000,2019-03-27 10:52:00.000,2019-03-27 10:53:00.000,2019-03-27 10:52:00.000,0.0,0.0,6,5.0,-1.0,-1.0,-2.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,15,Fln,Cst,Sala,Sl,Isätra,Ist,2019-03-27 11:02:00,2019-03-27 11:07:00,2019-03-27 11:10:00.000,2019-03-27 11:05:00.000,2019-03-27 10:59:00.000,2019-03-27 10:57:00.000,3.0,8.0,5,5.0,0.0,3.0,3.0,5.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,16,Fln,Cst,Isätra,Ist,Heby,Hy,2019-03-27 11:07:00,2019-03-27 11:10:00,2019-03-27 11:13:00.000,2019-03-27 11:10:00.000,2019-03-27 11:07:00.000,2019-03-27 11:10:00.000,0.0,0.0,3,3.0,0.0,3.0,3.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,17,Fln,Cst,Heby,Hy,Morgongåva,Må,2019-03-27 11:10:00,2019-03-27 11:13:00,2019-03-27 11:17:00.000,2019-03-27 11:13:00.000,2019-03-27 11:10:00.000,2019-03-27 11:13:00.000,0.0,0.0,3,4.0,1.0,3.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,18,Fln,Cst,Morgongåva,Må,Järlåsa,Jla,2019-03-27 11:13:00,2019-03-27 11:20:00,2019-03-27 11:24:00.000,2019-03-27 11:17:00.000,2019-03-27 11:13:00.000,2019-03-27 11:17:00.000,0.0,0.0,7,7.0,0.0,4.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,19,Fln,Cst,Järlåsa,Jla,Brunna,Bna,2019-03-27 11:20:00,2019-03-27 11:26:00,2019-03-27 11:30:00.000,2019-03-27 11:24:00.000,2019-03-27 11:20:00.000,2019-03-27 11:24:00.000,0.0,0.0,6,6.0,0.0,4.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,20,Fln,Cst,Brunna,Bna,Uppsala norra,Una,2019-03-27 11:26:00,2019-03-27 11:32:00,2019-03-27 11:36:00.000,2019-03-27 11:30:00.000,2019-03-27 11:26:00.000,2019-03-27 11:30:00.000,0.0,0.0,6,6.0,0.0,4.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,21,Fln,Cst,Uppsala norra,Una,Uppsala c,U,2019-03-27 11:32:00,2019-03-27 11:34:00,2019-03-27 11:38:00.000,2019-03-27 11:36:00.000,2019-03-27 11:32:00.000,2019-03-27 11:36:00.000,0.0,0.0,2,2.0,0.0,4.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,22,Fln,Cst,Uppsala c,U,Säby,Säy,2019-03-27 11:36:00,2019-03-27 11:39:00,2019-03-27 11:42:00.000,2019-03-27 11:40:00.000,2019-03-27 11:34:00.000,2019-03-27 11:38:00.000,2.0,2.0,3,2.0,-1.0,4.0,3.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,23,Fln,Cst,Säby,Säy,Ekeby,Eby,2019-03-27 11:39:00,2019-03-27 11:41:00,2019-03-27 11:45:00.000,2019-03-27 11:42:00.000,2019-03-27 11:39:00.000,2019-03-27 11:42:00.000,0.0,0.0,2,3.0,1.0,3.0,4.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,24,Fln,Cst,Ekeby,Eby,Knivsta,Kn,2019-03-27 11:41:00,2019-03-27 11:44:00,2019-03-27 11:51:00.000,2019-03-27 11:45:00.000,2019-03-27 11:41:00.000,2019-03-27 11:45:00.000,0.0,0.0,3,6.0,3.0,4.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,25,Fln,Cst,Knivsta,Kn,Myrbacken,Myn,2019-03-27 11:44:00,2019-03-27 11:46:00,2019-03-27 11:54:00.000,2019-03-27 11:51:00.000,2019-03-27 11:44:00.000,2019-03-27 11:51:00.000,0.0,0.0,2,3.0,1.0,7.0,8.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,26,Fln,Cst,Myrbacken,Myn,Arlanda Central,Arnc,2019-03-27 11:46:00,2019-03-27 11:52:00,2019-03-27 12:00:00.000,2019-03-27 11:54:00.000,2019-03-27 11:46:00.000,2019-03-27 11:54:00.000,0.0,0.0,6,6.0,0.0,8.0,8.0,0.0
17.0,2019-03-27,RST,FJÄRR,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,27,Fln,Cst,Arlanda Central,Arnc,Arlanda nedre,Arne,2019-03-27 11:54:00,2019-03-27 11:57:00,2019-03-27 12:03:00.000,2019-03-27 12:02:00.000,2019-03-27 11:52:00.000,2019-03-27 12:00:00.000,2.0,2.0,3,1.0,-2.0,8.0,6.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,28,Fln,Cst,Arlanda nedre,Arne,Blackvreten,Bvr,2019-03-27 11:57:00,2019-03-27 11:58:00,2019-03-27 12:05:00.000,2019-03-27 12:03:00.000,2019-03-27 11:57:00.000,2019-03-27 12:03:00.000,0.0,0.0,1,2.0,1.0,6.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,29,Fln,Cst,Blackvreten,Bvr,Skavstaby,Skby,2019-03-27 11:58:00,2019-03-27 12:01:00,2019-03-27 12:08:00.000,2019-03-27 12:05:00.000,2019-03-27 11:58:00.000,2019-03-27 12:05:00.000,0.0,0.0,3,3.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,30,Fln,Cst,Skavstaby,Skby,Upplands Väsby,Upv,2019-03-27 12:01:00,2019-03-27 12:02:00,2019-03-27 12:08:00.000,2019-03-27 12:08:00.000,2019-03-27 12:01:00.000,2019-03-27 12:08:00.000,0.0,0.0,1,0.0,-1.0,7.0,6.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,31,Fln,Cst,Upplands Väsby,Upv,Rotebro,R,2019-03-27 12:02:00,2019-03-27 12:04:00,2019-03-27 12:11:00.000,2019-03-27 12:08:00.000,2019-03-27 12:02:00.000,2019-03-27 12:08:00.000,0.0,0.0,2,3.0,1.0,6.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,32,Fln,Cst,Rotebro,R,Norrviken,Nvk,2019-03-27 12:04:00,2019-03-27 12:05:00,2019-03-27 12:12:00.000,2019-03-27 12:11:00.000,2019-03-27 12:04:00.000,2019-03-27 12:11:00.000,0.0,0.0,1,1.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,33,Fln,Cst,Norrviken,Nvk,Häggvik,Hgv,2019-03-27 12:05:00,2019-03-27 12:06:00,2019-03-27 12:13:00.000,2019-03-27 12:12:00.000,2019-03-27 12:05:00.000,2019-03-27 12:12:00.000,0.0,0.0,1,1.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,34,Fln,Cst,Häggvik,Hgv,Sollentuna,Sol,2019-03-27 12:06:00,2019-03-27 12:06:00,2019-03-27 12:13:00.000,2019-03-27 12:13:00.000,2019-03-27 12:06:00.000,2019-03-27 12:13:00.000,0.0,0.0,0,0.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,35,Fln,Cst,Sollentuna,Sol,Kummelby,Kmy,2019-03-27 12:06:00,2019-03-27 12:07:00,2019-03-27 12:14:00.000,2019-03-27 12:13:00.000,2019-03-27 12:06:00.000,2019-03-27 12:13:00.000,0.0,0.0,1,1.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,36,Fln,Cst,Kummelby,Kmy,Helenelund,Hel,2019-03-27 12:07:00,2019-03-27 12:07:00,2019-03-27 12:14:00.000,,2019-03-27 12:07:00.000,2019-03-27 12:14:00.000,0.0,,0,,,,7.0,
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,37,Fln,Cst,Helenelund,Hel,Ulriksdal,Udl,2019-03-27 12:07:00,2019-03-27 12:09:00,2019-03-27 12:15:00.000,2019-03-27 12:14:00.000,2019-03-27 12:07:00.000,2019-03-27 12:14:00.000,0.0,0.0,2,1.0,-1.0,7.0,6.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,38,Fln,Cst,Ulriksdal,Udl,Solna,So,2019-03-27 12:09:00,2019-03-27 12:09:00,2019-03-27 12:16:00.000,2019-03-27 12:15:00.000,2019-03-27 12:09:00.000,2019-03-27 12:15:00.000,0.0,0.0,0,1.0,1.0,6.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,39,Fln,Cst,Solna,So,Tomteboda övre,Tmö,2019-03-27 12:09:00,2019-03-27 12:10:00,2019-03-27 12:17:00.000,2019-03-27 12:16:00.000,2019-03-27 12:09:00.000,2019-03-27 12:16:00.000,0.0,0.0,1,1.0,0.0,7.0,7.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Passage,0,-,0,-,40,Fln,Cst,Tomteboda övre,Tmö,Karlberg,Ke,2019-03-27 12:10:00,2019-03-27 12:12:00,2019-03-27 12:18:00.000,2019-03-27 12:17:00.000,2019-03-27 12:10:00.000,2019-03-27 12:17:00.000,0.0,0.0,2,1.0,-1.0,7.0,6.0,0.0
17.0,2019-03-27,RST,FJÄRR,Passage,Sista,0,-,10,Avstigande av resande,41,Fln,Cst,Karlberg,Ke,Stockholm C,Cst,2019-03-27 12:12:00,2019-03-27 12:15:00,2019-03-27 12:21:00.000,2019-03-27 12:18:00.000,2019-03-27 12:12:00.000,2019-03-27 12:18:00.000,0.0,0.0,3,3.0,0.0,6.0,6.0,0.0
8201.0,2019-03-27,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Gä,Cst,Gävle c,Gä,Hagaström,Hg,2019-03-27 15:14:00,2019-03-27 15:19:00,2019-03-27 15:17:00.000,2019-03-27 15:13:00.000,,,,,5,4.0,-1.0,-1.0,-2.0,
8201.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,0,-,2,Gä,Cst,Hagaström,Hg,Norra Valbo,Nvl,2019-03-27 15:19:00,2019-03-27 15:22:00,2019-03-27 15:18:00.000,2019-03-27 15:17:00.000,2019-03-27 15:19:00.000,2019-03-27 15:17:00.000,0.0,0.0,3,1.0,-2.0,-2.0,-4.0,0.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Passage,0,-,0,-,3,Gä,Cst,Norra Valbo,Nvl,Forsbacka,Fb,2019-03-27 15:25:00,2019-03-27 15:29:00,2019-03-27 15:27:00.000,2019-03-27 15:18:00.000,2019-03-27 15:22:00.000,2019-03-27 15:18:00.000,3.0,0.0,4,9.0,5.0,-7.0,-2.0,-3.0
8201.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,4,Gä,Cst,Forsbacka,Fb,Sandviken,Snv,2019-03-27 15:29:00,2019-03-27 15:35:00,2019-03-27 15:31:00.000,2019-03-27 15:27:00.000,2019-03-27 15:29:00.000,2019-03-27 15:27:00.000,0.0,0.0,6,4.0,-2.0,-2.0,-4.0,0.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,5,Gä,Cst,Sandviken,Snv,Villersmuren,Vmu,2019-03-27 15:36:00,2019-03-27 15:40:00,2019-03-27 15:37:00.000,2019-03-27 15:35:00.000,2019-03-27 15:35:00.000,2019-03-27 15:31:00.000,1.0,4.0,4,2.0,-2.0,-1.0,-3.0,3.0
8201.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,6,Gä,Cst,Villersmuren,Vmu,Kungsgården,Kgd,2019-03-27 15:40:00,2019-03-27 15:42:00,2019-03-27 15:40:00.000,,2019-03-27 15:40:00.000,2019-03-27 15:37:00.000,0.0,,2,,,,-2.0,
8201.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,7,Gä,Cst,Kungsgården,Kgd,Storvik,Sv,2019-03-27 15:42:00,2019-03-27 15:46:00,2019-03-27 15:43:00.000,2019-03-27 15:40:00.000,2019-03-27 15:42:00.000,2019-03-27 15:40:00.000,0.0,0.0,4,3.0,-1.0,-2.0,-3.0,0.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,0,-,8,Gä,Cst,Storvik,Sv,Granstanda,Gad,2019-03-27 15:46:00,2019-03-27 15:53:00,2019-03-27 15:52:00.000,2019-03-27 15:46:00.000,2019-03-27 15:46:00.000,2019-03-27 15:43:00.000,0.0,3.0,7,6.0,-1.0,0.0,-1.0,3.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,0,-,11,Av- och påstigande av resande,9,Gä,Cst,Granstanda,Gad,Hofors,Hfr,2019-03-27 15:59:00,2019-03-27 16:03:00,2019-03-27 16:02:00.000,2019-03-27 15:59:00.000,2019-03-27 15:53:00.000,2019-03-27 15:52:00.000,6.0,7.0,4,3.0,-1.0,0.0,-1.0,1.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,10,Gä,Cst,Hofors,Hfr,Långsjön,Lsj,2019-03-27 16:04:00,2019-03-27 16:11:00,2019-03-27 16:10:00.000,2019-03-27 16:04:00.000,2019-03-27 16:03:00.000,2019-03-27 16:02:00.000,1.0,2.0,7,6.0,-1.0,0.0,-1.0,1.0
8201.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,11,Gä,Cst,Långsjön,Lsj,Ryggen,Ryg,2019-03-27 16:11:00,2019-03-27 16:15:00,2019-03-27 16:14:00.000,2019-03-27 16:10:00.000,2019-03-27 16:11:00.000,2019-03-27 16:10:00.000,0.0,0.0,4,4.0,0.0,-1.0,-1.0,0.0
8201.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,12,Gä,Cst,Ryggen,Ryg,Korsnäs,Koä,2019-03-27 16:15:00,2019-03-27 16:23:00,2019-03-27 16:22:00.000,2019-03-27 16:14:00.000,2019-03-27 16:15:00.000,2019-03-27 16:14:00.000,0.0,0.0,8,8.0,0.0,-1.0,-1.0,0.0
8201.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,13,Gä,Cst,Korsnäs,Koä,Falun,Fln,2019-03-27 16:23:00,2019-03-27 16:27:00,2019-03-27 16:26:00.000,2019-03-27 16:22:00.000,2019-03-27 16:23:00.000,2019-03-27 16:22:00.000,0.0,0.0,4,4.0,0.0,-1.0,-1.0,0.0
8201.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,14,Gä,Cst,Falun,Fln,Hinsnoret,Hno,2019-03-27 16:30:00,2019-03-27 16:36:00,2019-03-27 16:34:00.000,2019-03-27 16:29:00.000,2019-03-27 16:27:00.000,2019-03-27 16:26:00.000,3.0,3.0,6,5.0,-1.0,-1.0,-2.0,0.0
8201.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,15,Gä,Cst,Hinsnoret,Hno,Ornäs,Orn,2019-03-27 16:36:00,2019-03-27 16:40:00,2019-03-27 16:39:00.000,2019-03-27 16:34:00.000,2019-03-27 16:36:00.000,2019-03-27 16:34:00.000,0.0,0.0,4,5.0,1.0,-2.0,-1.0,0.0
