Tåguppdrag,Datum_PAU,Tågslag,Tågsort,UppehållstypAvgång,UppehållstypAnkomst,AktivitetskodAvgång,AktivitetskodBeskrivningAvgång,AktivitetskodAnkomst,AktivitetskodBeskrivningAnkomst,DelSträckanummer,Förstaplatssignatur_för_Uppdrag,Sistaplatssignatur_för_Uppdrag,Avgångsplats,Avgångsplatssignatur,Ankomstplats,Ankomstplatssignatur,PlanAvgTid,PlanAnkTid,UtfAnkTid,UtfAvgTid,PlanAnkTid_vid_AvgPlats,UtfAnkTid_vid_AvgPlats,PlanUppehållstidAvgång,UtfUppehållstidAvgång,PlanGångtid,UtfGångtid,FörseningGångtid,AvgFörsening,AnkFörsening,FörseningUppehållAvgång
64.0,2019-03-27,RST,FJÄRR,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,38,Cst,Fln,Stora Tuna,Sau,Borlänge c,Blg,2019-03-27 18:54:00,2019-03-27 19:00:00,2019-03-27 19:02:00.000,2019-03-27 18:52:00.000,2019-03-27 18:54:00.000,2019-03-27 18:52:00.000,0.0,0.0,6,10.0,4.0,-2.0,2.0,0.0
280.0,2019-03-27,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,Cst,Gä,Stockholm C,Cst,Karlberg,Ke,2019-03-27 16:32:00,2019-03-27 16:35:00,2019-03-27 16:33:00.000,2019-03-27 16:31:00.000,,,,,3,2.0,-1.0,-1.0,-2.0,
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,2,Cst,Gä,Karlberg,Ke,Tomteboda övre,Tmö,2019-03-27 16:35:00,2019-03-27 16:35:00,2019-03-27 16:34:00.000,2019-03-27 16:33:00.000,2019-03-27 16:35:00.000,2019-03-27 16:33:00.000,0.0,0.0,0,1.0,1.0,-2.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,3,Cst,Gä,Tomteboda övre,Tmö,Solna,So,2019-03-27 16:35:00,2019-03-27 16:36:00,2019-03-27 16:35:00.000,2019-03-27 16:34:00.000,2019-03-27 16:35:00.000,2019-03-27 16:34:00.000,0.0,0.0,1,1.0,0.0,-1.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,4,Cst,Gä,Solna,So,Ulriksdal,Udl,2019-03-27 16:36:00,2019-03-27 16:37:00,2019-03-27 16:36:00.000,2019-03-27 16:35:00.000,2019-03-27 16:36:00.000,2019-03-27 16:35:00.000,0.0,0.0,1,1.0,0.0,-1.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,5,Cst,Gä,Ulriksdal,Udl,Helenelund,Hel,2019-03-27 16:37:00,2019-03-27 16:39:00,2019-03-27 16:37:00.000,2019-03-27 16:36:00.000,2019-03-27 16:37:00.000,2019-03-27 16:36:00.000,0.0,0.0,2,1.0,-1.0,-1.0,-2.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,6,Cst,Gä,Helenelund,Hel,Kummelby,Kmy,2019-03-27 16:39:00,2019-03-27 16:39:00,2019-03-27 16:38:00.000,2019-03-27 16:37:00.000,2019-03-27 16:39:00.000,2019-03-27 16:37:00.000,0.0,0.0,0,1.0,1.0,-2.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,7,Cst,Gä,Kummelby,Kmy,Sollentuna,Sol,2019-03-27 16:39:00,2019-03-27 16:40:00,2019-03-27 16:38:00.000,2019-03-27 16:38:00.000,2019-03-27 16:39:00.000,2019-03-27 16:38:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,8,Cst,Gä,Sollentuna,Sol,Häggvik,Hgv,2019-03-27 16:40:00,2019-03-27 16:40:00,2019-03-27 16:39:00.000,2019-03-27 16:38:00.000,2019-03-27 16:40:00.000,2019-03-27 16:38:00.000,0.0,0.0,0,1.0,1.0,-2.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,9,Cst,Gä,Häggvik,Hgv,Norrviken,Nvk,2019-03-27 16:40:00,2019-03-27 16:41:00,2019-03-27 16:39:00.000,2019-03-27 16:39:00.000,2019-03-27 16:40:00.000,2019-03-27 16:39:00.000,0.0,0.0,1,0.0,-1.0,-1.0,-2.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,10,Cst,Gä,Norrviken,Nvk,Rotebro,R,2019-03-27 16:41:00,2019-03-27 16:41:00,2019-03-27 16:40:00.000,2019-03-27 16:39:00.000,2019-03-27 16:41:00.000,2019-03-27 16:39:00.000,0.0,0.0,0,1.0,1.0,-2.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,11,Cst,Gä,Rotebro,R,Upplands Väsby,Upv,2019-03-27 16:41:00,2019-03-27 16:43:00,2019-03-27 16:42:00.000,2019-03-27 16:40:00.000,2019-03-27 16:41:00.000,2019-03-27 16:40:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,12,Cst,Gä,Upplands Väsby,Upv,Skavstaby,Skby,2019-03-27 16:43:00,2019-03-27 16:45:00,2019-03-27 16:44:00.000,2019-03-27 16:42:00.000,2019-03-27 16:43:00.000,2019-03-27 16:42:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,13,Cst,Gä,Skavstaby,Skby,Blackvreten,Bvr,2019-03-27 16:45:00,2019-03-27 16:47:00,2019-03-27 16:47:00.000,2019-03-27 16:44:00.000,2019-03-27 16:45:00.000,2019-03-27 16:44:00.000,0.0,0.0,2,3.0,1.0,-1.0,0.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,14,Cst,Gä,Blackvreten,Bvr,Arlanda nedre,Arne,2019-03-27 16:47:00,2019-03-27 16:49:00,2019-03-27 16:50:00.000,2019-03-27 16:47:00.000,2019-03-27 16:47:00.000,2019-03-27 16:47:00.000,0.0,0.0,2,3.0,1.0,0.0,1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,15,Cst,Gä,Arlanda nedre,Arne,Arlanda Central,Arnc,2019-03-27 16:49:00,2019-03-27 16:52:00,2019-03-27 16:52:00.000,2019-03-27 16:50:00.000,2019-03-27 16:49:00.000,2019-03-27 16:50:00.000,0.0,0.0,3,2.0,-1.0,1.0,0.0,0.0
280.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,16,Cst,Gä,Arlanda Central,Arnc,Myrbacken,Myn,2019-03-27 16:54:00,2019-03-27 16:59:00,2019-03-27 17:00:00.000,2019-03-27 16:54:00.000,2019-03-27 16:52:00.000,2019-03-27 16:52:00.000,2.0,2.0,5,6.0,1.0,0.0,1.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,17,Cst,Gä,Myrbacken,Myn,Knivsta,Kn,2019-03-27 16:59:00,2019-03-27 17:01:00,2019-03-27 17:08:00.000,2019-03-27 17:00:00.000,2019-03-27 16:59:00.000,2019-03-27 17:00:00.000,0.0,0.0,2,8.0,6.0,1.0,7.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,18,Cst,Gä,Knivsta,Kn,Ekeby,Eby,2019-03-27 17:01:00,2019-03-27 17:03:00,2019-03-27 17:11:00.000,2019-03-27 17:08:00.000,2019-03-27 17:01:00.000,2019-03-27 17:08:00.000,0.0,0.0,2,3.0,1.0,7.0,8.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,19,Cst,Gä,Ekeby,Eby,Säby,Säy,2019-03-27 17:03:00,2019-03-27 17:06:00,2019-03-27 17:13:00.000,2019-03-27 17:11:00.000,2019-03-27 17:03:00.000,2019-03-27 17:11:00.000,0.0,0.0,3,2.0,-1.0,8.0,7.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,20,Cst,Gä,Säby,Säy,Uppsala c,U,2019-03-27 17:06:00,2019-03-27 17:09:00,2019-03-27 17:16:00.000,2019-03-27 17:13:00.000,2019-03-27 17:06:00.000,2019-03-27 17:13:00.000,0.0,0.0,3,3.0,0.0,7.0,7.0,0.0
280.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,21,Cst,Gä,Uppsala c,U,Samnan,Sam,2019-03-27 17:11:00,2019-03-27 17:15:00,2019-03-27 17:25:00.000,2019-03-27 17:22:00.000,2019-03-27 17:09:00.000,2019-03-27 17:16:00.000,2.0,6.0,4,3.0,-1.0,11.0,10.0,4.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,22,Cst,Gä,Samnan,Sam,Storvreta,Srv,2019-03-27 17:15:00,2019-03-27 17:17:00,2019-03-27 17:27:00.000,2019-03-27 17:25:00.000,2019-03-27 17:15:00.000,2019-03-27 17:25:00.000,0.0,0.0,2,2.0,0.0,10.0,10.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,23,Cst,Gä,Storvreta,Srv,Vattholma,Vha,2019-03-27 17:17:00,2019-03-27 17:20:00,2019-03-27 17:32:00.000,2019-03-27 17:27:00.000,2019-03-27 17:17:00.000,2019-03-27 17:27:00.000,0.0,0.0,3,5.0,2.0,10.0,12.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,24,Cst,Gä,Vattholma,Vha,Salsta,Sas,2019-03-27 17:20:00,2019-03-27 17:20:00,2019-03-27 17:33:00.000,2019-03-27 17:32:00.000,2019-03-27 17:20:00.000,2019-03-27 17:32:00.000,0.0,0.0,0,1.0,1.0,12.0,13.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,25,Cst,Gä,Salsta,Sas,Skyttorp,Syt,2019-03-27 17:20:00,2019-03-27 17:22:00,2019-03-27 17:36:00.000,2019-03-27 17:33:00.000,2019-03-27 17:20:00.000,2019-03-27 17:33:00.000,0.0,0.0,2,3.0,1.0,13.0,14.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,26,Cst,Gä,Skyttorp,Syt,Järlebo,Jlo,2019-03-27 17:22:00,2019-03-27 17:23:00,2019-03-27 17:40:00.000,2019-03-27 17:36:00.000,2019-03-27 17:22:00.000,2019-03-27 17:36:00.000,0.0,0.0,1,4.0,3.0,14.0,17.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,27,Cst,Gä,Järlebo,Jlo,Örbyhus,Öh,2019-03-27 17:23:00,2019-03-27 17:28:00,2019-03-27 17:44:00.000,2019-03-27 17:40:00.000,2019-03-27 17:23:00.000,2019-03-27 17:40:00.000,0.0,0.0,5,4.0,-1.0,17.0,16.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,28,Cst,Gä,Örbyhus,Öh,Tobo,Tbo,2019-03-27 17:28:00,2019-03-27 17:30:00,2019-03-27 17:47:00.000,2019-03-27 17:44:00.000,2019-03-27 17:28:00.000,2019-03-27 17:44:00.000,0.0,0.0,2,3.0,1.0,16.0,17.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,29,Cst,Gä,Tobo,Tbo,Skärpan,Säp,2019-03-27 17:30:00,2019-03-27 17:32:00,2019-03-27 17:50:00.000,2019-03-27 17:47:00.000,2019-03-27 17:30:00.000,2019-03-27 17:47:00.000,0.0,0.0,2,3.0,1.0,17.0,18.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,30,Cst,Gä,Skärpan,Säp,Tierp,Tip,2019-03-27 17:32:00,2019-03-27 17:35:00,2019-03-27 17:54:00.000,2019-03-27 17:50:00.000,2019-03-27 17:32:00.000,2019-03-27 17:50:00.000,0.0,0.0,3,4.0,1.0,18.0,19.0,0.0
280.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,31,Cst,Gä,Tierp,Tip,Orrskog,Os,2019-03-27 17:36:00,2019-03-27 17:40:00,2019-03-27 17:58:00.000,2019-03-27 17:55:00.000,2019-03-27 17:35:00.000,2019-03-27 17:54:00.000,1.0,1.0,4,3.0,-1.0,19.0,18.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,32,Cst,Gä,Orrskog,Os,Mehedeby,Meh,2019-03-27 17:40:00,2019-03-27 17:42:00,2019-03-27 18:02:00.000,2019-03-27 17:58:00.000,2019-03-27 17:40:00.000,2019-03-27 17:58:00.000,0.0,0.0,2,4.0,2.0,18.0,20.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,33,Cst,Gä,Mehedeby,Meh,Marma,Mrm,2019-03-27 17:42:00,2019-03-27 17:43:00,2019-03-27 18:04:00.000,2019-03-27 18:02:00.000,2019-03-27 17:42:00.000,2019-03-27 18:02:00.000,0.0,0.0,1,2.0,1.0,20.0,21.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,34,Cst,Gä,Marma,Mrm,Marma norra,Maa,2019-03-27 17:43:00,2019-03-27 17:43:00,2019-03-27 18:07:00.000,2019-03-27 18:04:00.000,2019-03-27 17:43:00.000,2019-03-27 18:04:00.000,0.0,0.0,0,3.0,3.0,21.0,24.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,35,Cst,Gä,Marma norra,Maa,Älvkarleby,Äkb,2019-03-27 17:43:00,2019-03-27 17:46:00,2019-03-27 18:11:00.000,2019-03-27 18:07:00.000,2019-03-27 17:43:00.000,2019-03-27 18:07:00.000,0.0,0.0,3,4.0,1.0,24.0,25.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,36,Cst,Gä,Älvkarleby,Äkb,Skutskär,Sur,2019-03-27 17:46:00,2019-03-27 17:49:00,2019-03-27 18:17:00.000,2019-03-27 18:11:00.000,2019-03-27 17:46:00.000,2019-03-27 18:11:00.000,0.0,0.0,3,6.0,3.0,25.0,28.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,37,Cst,Gä,Skutskär,Sur,Furuvik,Fvk,2019-03-27 17:49:00,2019-03-27 17:51:00,2019-03-27 18:20:00.000,2019-03-27 18:17:00.000,2019-03-27 17:49:00.000,2019-03-27 18:17:00.000,0.0,0.0,2,3.0,1.0,28.0,29.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Passage,0,-,0,-,38,Cst,Gä,Furuvik,Fvk,Bomansberget,Bom,2019-03-27 17:51:00,2019-03-27 17:52:00,2019-03-27 18:21:00.000,2019-03-27 18:20:00.000,2019-03-27 17:51:00.000,2019-03-27 18:20:00.000,0.0,0.0,1,1.0,0.0,29.0,29.0,0.0
280.0,2019-03-27,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,39,Cst,Gä,Bomansberget,Bom,Gävle c,Gä,2019-03-27 17:52:00,2019-03-27 17:56:00,2019-03-27 18:27:00.000,2019-03-27 18:21:00.000,2019-03-27 17:52:00.000,2019-03-27 18:21:00.000,0.0,0.0,4,6.0,2.0,29.0,31.0,0.0
8412.0,2019-03-27,RST,REGION,Första,Passage,1,Påstigande av resande,0,-,1,U,Gä,Uppsala c,U,Samnan,Sam,2019-03-27 08:14:00,2019-03-27 08:18:00,2019-03-27 08:16:00.000,2019-03-27 08:13:00.000,,,,,4,3.0,-1.0,-1.0,-2.0,
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,2,U,Gä,Samnan,Sam,Storvreta,Srv,2019-03-27 08:18:00,2019-03-27 08:21:00,2019-03-27 08:19:00.000,2019-03-27 08:16:00.000,2019-03-27 08:18:00.000,2019-03-27 08:16:00.000,0.0,0.0,3,3.0,0.0,-2.0,-2.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,3,U,Gä,Storvreta,Srv,Vattholma,Vha,2019-03-27 08:21:00,2019-03-27 08:26:00,2019-03-27 08:24:00.000,2019-03-27 08:21:00.000,2019-03-27 08:21:00.000,2019-03-27 08:19:00.000,0.0,2.0,5,3.0,-2.0,0.0,-2.0,2.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,4,U,Gä,Vattholma,Vha,Salsta,Sas,2019-03-27 08:26:00,2019-03-27 08:28:00,2019-03-27 08:27:00.000,2019-03-27 08:25:00.000,2019-03-27 08:26:00.000,2019-03-27 08:24:00.000,0.0,1.0,2,2.0,0.0,-1.0,-1.0,1.0
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,5,U,Gä,Salsta,Sas,Skyttorp,Syt,2019-03-27 08:28:00,2019-03-27 08:30:00,2019-03-27 08:29:00.000,2019-03-27 08:27:00.000,2019-03-27 08:28:00.000,2019-03-27 08:27:00.000,0.0,0.0,2,2.0,0.0,-1.0,-1.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,6,U,Gä,Skyttorp,Syt,Järlebo,Jlo,2019-03-27 08:30:00,2019-03-27 08:33:00,2019-03-27 08:33:00.000,2019-03-27 08:30:00.000,2019-03-27 08:30:00.000,2019-03-27 08:29:00.000,0.0,1.0,3,3.0,0.0,0.0,0.0,1.0
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,7,U,Gä,Järlebo,Jlo,Örbyhus,Öh,2019-03-27 08:33:00,2019-03-27 08:38:00,2019-03-27 08:37:00.000,2019-03-27 08:33:00.000,2019-03-27 08:33:00.000,2019-03-27 08:33:00.000,0.0,0.0,5,4.0,-1.0,0.0,-1.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,8,U,Gä,Örbyhus,Öh,Tobo,Tbo,2019-03-27 08:38:00,2019-03-27 08:42:00,2019-03-27 08:42:00.000,2019-03-27 08:39:00.000,2019-03-27 08:38:00.000,2019-03-27 08:37:00.000,0.0,2.0,4,3.0,-1.0,1.0,0.0,2.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,9,U,Gä,Tobo,Tbo,Skärpan,Säp,2019-03-27 08:42:00,2019-03-27 08:45:00,2019-03-27 08:45:00.000,2019-03-27 08:42:00.000,2019-03-27 08:42:00.000,2019-03-27 08:42:00.000,0.0,0.0,3,3.0,0.0,0.0,0.0,0.0
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,10,U,Gä,Skärpan,Säp,Tierp,Tip,2019-03-27 08:45:00,2019-03-27 08:49:00,2019-03-27 08:48:00.000,2019-03-27 08:45:00.000,2019-03-27 08:45:00.000,2019-03-27 08:45:00.000,0.0,0.0,4,3.0,-1.0,0.0,-1.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,11,U,Gä,Tierp,Tip,Orrskog,Os,2019-03-27 08:50:00,2019-03-27 08:55:00,2019-03-27 08:53:00.000,2019-03-27 08:50:00.000,2019-03-27 08:49:00.000,2019-03-27 08:48:00.000,1.0,2.0,5,3.0,-2.0,0.0,-2.0,1.0
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,12,U,Gä,Orrskog,Os,Mehedeby,Meh,2019-03-27 08:55:00,2019-03-27 08:58:00,2019-03-27 08:56:00.000,2019-03-27 08:53:00.000,2019-03-27 08:55:00.000,2019-03-27 08:53:00.000,0.0,0.0,3,3.0,0.0,-2.0,-2.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,13,U,Gä,Mehedeby,Meh,Marma,Mrm,2019-03-27 08:58:00,2019-03-27 09:00:00,2019-03-27 09:00:00.000,2019-03-27 08:58:00.000,2019-03-27 08:58:00.000,2019-03-27 08:56:00.000,0.0,2.0,2,2.0,0.0,0.0,0.0,2.0
8412.0,2019-03-27,RST,REGION,Passage,Uppehåll,0,-,11,Av- och påstigande av resande,14,U,Gä,Marma,Mrm,Marma norra,Maa,2019-03-27 09:00:00,2019-03-27 09:02:00,2019-03-27 09:02:00.000,2019-03-27 09:00:00.000,2019-03-27 09:00:00.000,2019-03-27 09:00:00.000,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,15,U,Gä,Marma norra,Maa,Älvkarleby,Äkb,2019-03-27 09:02:00,2019-03-27 09:06:00,2019-03-27 09:06:00.000,2019-03-27 09:03:00.000,2019-03-27 09:02:00.000,2019-03-27 09:02:00.000,0.0,1.0,4,3.0,-1.0,1.0,0.0,1.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,16,U,Gä,Älvkarleby,Äkb,Skutskär,Sur,2019-03-27 09:06:00,2019-03-27 09:11:00,2019-03-27 09:11:00.000,2019-03-27 09:08:00.000,2019-03-27 09:06:00.000,2019-03-27 09:06:00.000,0.0,2.0,5,3.0,-2.0,2.0,0.0,2.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Uppehåll,11,Av- och påstigande av resande,11,Av- och påstigande av resande,17,U,Gä,Skutskär,Sur,Furuvik,Fvk,2019-03-27 09:11:00,2019-03-27 09:15:00,2019-03-27 09:15:00.000,2019-03-27 09:13:00.000,2019-03-27 09:11:00.000,2019-03-27 09:11:00.000,0.0,2.0,4,2.0,-2.0,2.0,0.0,2.0
8412.0,2019-03-27,RST,REGION,Uppehåll,Passage,11,Av- och påstigande av resande,0,-,18,U,Gä,Furuvik,Fvk,Bomansberget,Bom,2019-03-27 09:15:00,2019-03-27 09:18:00,2019-03-27 09:18:00.000,2019-03-27 09:17:00.000,2019-03-27 09:15:00.000,2019-03-27 09:15:00.000,0.0,2.0,3,1.0,-2.0,2.0,0.0,2.0
8412.0,2019-03-27,RST,REGION,Passage,Sista,0,-,10,Avstigande av resande,19,U,Gä,Bomansberget,Bom,Gävle c,Gä,2019-03-27 09:18:00,2019-03-27 09:22:00,2019-03-27 09:22:00.000,2019-03-27 09:18:00.000,2019-03-27 09:18:00.000,2019-03-27 09:18:00.000,0.0,0.0,4,4.0,0.0,0.0,0.0,0.0
